sex,province,feelings_life,education,political_pref,religion_participation,age,income_family
Male,Nova Scotia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Green Party (Greens),At least once a year,23,"Less than $25,000"
Male,Nova Scotia,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,54,"$125,000 and more"
Male,Nova Scotia,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,41,"$125,000 and more"
Male,Alberta,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,35,"$125,000 and more"
Male,Newfoundland and Labrador,Very satisfied,"University certificate, diploma or degree above the bach...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,61,"$125,000 and more"
Male,Newfoundland and Labrador,Fairly satisfied,"University certificate, diploma or degree above the bach...","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,27,"Less than $25,000"
Male,Newfoundland and Labrador,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,47,"$25,000 to $49,999"
Female,Newfoundland and Labrador,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,33,"$125,000 and more"
Male,Newfoundland and Labrador,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,31,"$100,000 to $ 124,999"
Male,Newfoundland and Labrador,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),At least once a year,40,"$25,000 to $49,999"
Male,Newfoundland and Labrador,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,41,"$125,000 and more"
Male,Newfoundland and Labrador,Very satisfied,"University certificate, diploma or degree above the bach...","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,70,"Less than $25,000"
Female,Newfoundland and Labrador,Fairly satisfied,High school diploma or a high school equivalency certificate,"(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,25,"Less than $25,000"
Female,Newfoundland and Labrador,Very satisfied,High school diploma or a high school equivalency certificate,Liberal (Grits),At least once a year,57,"Less than $25,000"
Male,Newfoundland and Labrador,Not satisfied at all,High school diploma or a high school equivalency certificate,Green Party (Greens),Not at all,61,"$50,000 to $74,999"
Female,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a week,42,"$100,000 to $ 124,999"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,46,"$100,000 to $ 124,999"
Male,Ontario,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,50,"$125,000 and more"
Male,Ontario,Not satisfied at all,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Other,At least once a week,39,"$125,000 and more"
Female,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a month,42,"$125,000 and more"
Female,Ontario,Very satisfied,"University certificate, diploma or degree above the bach...","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,27,"Less than $25,000"
Male,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,46,"$125,000 and more"
Male,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),Not at all,58,"$125,000 and more"
Male,Ontario,Not very satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,39,"$50,000 to $74,999"
Female,Ontario,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),Not at all,59,"$$75,000 to $99,999"
Male,Ontario,Not satisfied at all,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),Not at all,50,"$125,000 and more"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,52,"$$75,000 to $99,999"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,58,"$125,000 and more"
Male,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,35,"$100,000 to $ 124,999"
Male,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,53,"$125,000 and more"
Male,Ontario,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,44,"$125,000 and more"
Male,Ontario,Not satisfied at all,University certificate or diploma below the bachelor's level,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,63,"$100,000 to $ 124,999"
Male,Quebec,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,42,"Less than $25,000"
Male,Ontario,Not very satisfied,High school diploma or a high school equivalency certificate,"(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,27,"$125,000 and more"
Male,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,49,"$125,000 and more"
Male,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),Not at all,28,"$25,000 to $49,999"
Male,Ontario,Not very satisfied,University certificate or diploma below the bachelor's level,Liberal (Grits),Not at all,59,"$125,000 and more"
Male,Ontario,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,42,"$100,000 to $ 124,999"
Male,Ontario,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,29,"$$75,000 to $99,999"
Female,Ontario,Very satisfied,High school diploma or a high school equivalency certificate,Liberal (Grits),At least once a year,70,"$25,000 to $49,999"
Female,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),At least once a year,54,"$125,000 and more"
Male,Ontario,Very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,46,"$125,000 and more"
Female,Ontario,Not satisfied at all,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,60,"$50,000 to $74,999"
Male,Ontario,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,29,"$50,000 to $74,999"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,67,"Less than $25,000"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a month,23,"$125,000 and more"
Female,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,39,"$125,000 and more"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,25,"$100,000 to $ 124,999"
Male,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),At least once a year,51,"$125,000 and more"
Female,Ontario,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a month,29,"$100,000 to $ 124,999"
Female,Ontario,Fairly satisfied,High school diploma or a high school equivalency certificate,Liberal (Grits),At least once a year,57,"$$75,000 to $99,999"
Female,Ontario,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a week,60,"$100,000 to $ 124,999"
Female,Ontario,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),Not at all,48,"$125,000 and more"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,23,"$50,000 to $74,999"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,28,"$25,000 to $49,999"
Male,Ontario,Fairly satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,64,"$125,000 and more"
Male,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...",Green Party (Greens),At least once a year,57,"$50,000 to $74,999"
Male,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),Not at all,60,"$125,000 and more"
Female,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),At least once a year,51,"$50,000 to $74,999"
Female,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,45,"$125,000 and more"
Male,Ontario,Not very satisfied,"University certificate, diploma or degree above the bach...",Green Party (Greens),Not at all,30,"$100,000 to $ 124,999"
Female,Ontario,Not very satisfied,University certificate or diploma below the bachelor's level,Liberal (Grits),At least once a year,59,"$$75,000 to $99,999"
Male,Ontario,Very satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,57,"$$75,000 to $99,999"
Female,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),Not at all,70,"$25,000 to $49,999"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,31,"$100,000 to $ 124,999"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,47,"$125,000 and more"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,58,"$25,000 to $49,999"
Female,Ontario,Very satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a week,58,"$125,000 and more"
Male,Ontario,Fairly satisfied,University certificate or diploma below the bachelor's level,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,46,"$125,000 and more"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,37,"$125,000 and more"
Female,Ontario,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,49,"$125,000 and more"
Female,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,27,"$100,000 to $ 124,999"
Male,Ontario,Fairly satisfied,University certificate or diploma below the bachelor's level,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,79,"$125,000 and more"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),At least once a year,47,"$$75,000 to $99,999"
Male,Ontario,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,56,"$125,000 and more"
Male,Ontario,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,42,"$125,000 and more"
Male,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,42,"$125,000 and more"
Male,Ontario,Very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),At least once a year,33,"$$75,000 to $99,999"
Female,Saskatchewan,Not very satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,61,"$$75,000 to $99,999"
Male,Saskatchewan,Fairly satisfied,University certificate or diploma below the bachelor's level,"(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,30,"$50,000 to $74,999"
Female,Saskatchewan,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,35,"$50,000 to $74,999"
Female,Saskatchewan,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),Not at all,34,"$50,000 to $74,999"
